0.88979,0.032672,11.065,11.222,11.153,11.214,11.361,11.381,11.433,11.26,11.355,11.365,12.249,11.717,11.028,7.5432,2.1203
0.87907,0.14155,10.551,10.533,10.636,10.593,10.636,10.621,10.864,10.787,11.003,11.358,11.699,11.055,11.83,12.432,1.9708
0.77688,0.076516,11.173,11.24,11.269,11.25,11.347,11.351,11.494,11.374,11.492,11.61,12.251,11.527,11.411,9.7712,2.2997
0.86632,0.20563,10.584,10.54,10.715,10.593,10.568,10.569,10.822,10.859,11.111,11.549,11.463,10.861,12.192,14.47,2.0691
0.83457,0.31032,10.993,11.039,11.301,11.034,10.894,10.971,11.064,11.381,11.632,12.086,11.121,10.808,12.683,16.927,2.7006
0.74702,0.22661,11.184,11.176,11.413,11.179,11.086,11.132,11.302,11.501,11.725,12.113,11.54,10.951,12.485,15.807,2.6057
0.80956,0.3707,11.22,11.365,11.631,11.338,11.169,11.288,11.239,11.673,11.882,12.325,11.033,10.929,12.804,17.342,3.1883
0.75799,0.46718,11.811,12.282,12.492,12.238,12.066,12.27,11.784,12.429,12.447,12.878,11.066,11.505,12.866,16.902,4.7704
0.68846,0.36799,11.844,12.117,12.368,12.062,11.888,12.05,11.812,12.344,12.448,12.815,11.301,11.303,12.853,17.089,4.0418
0.72169,0.52151,12.192,12.838,12.989,12.812,12.663,12.897,12.179,12.877,12.758,13.213,11.282,11.931,12.843,16.227,5.7588
0.65228,0.60608,13.124,14.026,14.027,14.077,14.014,14.253,13.204,13.846,13.436,13.985,12.202,12.904,12.736,14.378,7.715
0.60344,0.49523,13.013,13.782,13.859,13.779,13.672,13.916,13.021,13.694,13.401,13.84,11.995,12.56,12.808,15.194,6.9394
0.60608,0.65228,13.75,14.66,14.576,14.759,14.737,14.948,13.883,14.399,13.879,14.481,12.968,13.392,12.733,13.587,8.4856
0.52151,0.72169,15.477,16.154,15.844,16.345,16.405,16.482,15.723,15.778,15.11,15.804,15.169,14.5,12.897,12.321,9.8798
0.49523,0.60344,14.793,15.584,15.414,15.711,15.722,15.882,14.95,15.266,14.664,15.246,14.141,13.952,12.812,12.983,9.166
0.46718,0.75799,16.234,16.725,16.298,16.93,17.024,17.011,16.524,16.335,15.649,16.349,16.111,14.952,13.041,12.047,10.387
0.3707,0.80956,17.019,17.142,16.541,17.301,17.451,17.256,17.371,16.81,16.187,16.831,17.064,15.434,13.33,12.16,10.884
0.36799,0.68846,16.943,17.212,16.703,17.378,17.495,17.39,17.235,16.85,16.187,16.784,16.807,15.26,13.21,12.112,10.695
0.31032,0.83457,16.938,16.934,16.299,17.039,17.222,16.946,17.316,16.667,16.095,16.677,16.908,15.426,13.409,12.377,10.936
0.20563,0.86632,15.82,15.636,15.05,15.55,15.838,15.386,16.258,15.596,15.158,15.532,15.282,14.97,13.444,13.024,10.763
0.22661,0.74702,16.72,16.622,16.019,16.631,16.847,16.507,17.087,16.447,15.925,16.333,16.334,15.24,13.428,12.694,10.88
0.14155,0.87907,14.974,14.755,14.264,14.552,14.913,14.379,15.437,14.857,14.466,14.679,13.939,14.559,13.368,13.293,10.629
0.032672,0.88979,13.312,13.149,12.971,12.742,13.25,12.609,13.784,13.515,13.132,12.953,10.89,13.577,13.047,13.503,10.385
0.076516,0.77688,14.339,14.139,13.819,13.812,14.238,13.659,14.77,14.373,13.978,13.891,12.428,14.034,13.193,13.434,10.526
-0.032672,0.88979,12.981,12.889,12.904,12.436,12.996,12.348,13.407,13.333,12.885,12.427,9.5834,13.083,12.8,13.333,10.382
-0.14155,0.87907,13.622,13.704,14.175,13.313,13.917,13.332,13.811,14.2,13.498,12.124,7.0986,11.69,11.95,12.377,10.608
-0.076516,0.77688,13.465,13.454,13.676,13.006,13.576,12.974,13.758,13.909,13.333,12.418,8.6775,12.55,12.453,12.94,10.518
-0.20563,0.86632,14.526,14.657,15.294,14.376,14.953,14.418,14.557,15.125,14.31,12.368,6.1362,10.748,11.368,11.741,10.758
-0.31032,0.83457,16.751,16.873,17.634,16.901,17.339,16.906,16.478,17.224,16.316,13.31,4.8977,8.6472,10.119,10.54,10.945
-0.22661,0.74702,15.996,16.126,16.832,15.993,16.484,16.025,15.832,16.511,15.622,13.041,5.7127,9.7041,10.715,11.103,10.918
-0.3707,0.80956,17.719,17.791,18.509,17.978,18.316,17.931,17.33,18.08,17.216,13.776,4.4183,7.4995,9.4858,10.091,10.91
-0.46718,0.75799,19.66,19.54,19.961,20.103,20.131,19.874,19.054,19.683,19.121,14.78,3.2271,4.3814,7.8827,9.333,10.513
-0.36799,0.68846,18.79,18.78,19.366,19.106,19.304,18.988,18.287,18.987,18.229,14.366,4.2227,6.2974,8.8368,9.7911,10.803
-0.52151,0.72169,20.449,20.216,20.42,20.944,20.782,20.614,19.756,20.29,19.953,15.177,2.4836,2.5806,6.987,9.0716,10.178
-0.60608,0.65228,21.304,20.88,20.629,21.776,21.253,21.299,20.515,20.855,20.991,15.55,1.0457,-0.64938,5.4079,8.9015,9.4137
-0.49523,0.60344,21.097,20.764,20.724,21.557,21.201,21.156,20.337,20.769,20.66,15.505,2.0303,1.0187,6.1937,9.0109,9.832
-0.65228,0.60608,21.319,20.862,20.449,21.703,21.048,21.223,20.531,20.81,21.106,15.473,0.60682,-1.7145,4.8413,8.9497,9.1055
-0.72169,0.52151,20.631,20.243,19.651,20.684,19.831,20.35,19.973,20.159,20.602,14.864,0.6319,-3.1671,3.674,8.9282,8.5626
-0.60344,0.49523,21.158,20.735,20.241,21.373,20.638,20.962,20.407,20.659,20.996,15.302,0.866,-2.0781,4.4882,9.0551,8.9466
-0.75799,0.46718,20.04,19.739,19.168,19.918,19.026,19.7,19.516,19.647,20.056,14.466,1.1466,-3.5011,3.0023,8.6228,8.3467
-0.80956,0.3707,18.67,18.576,18.229,18.298,17.458,18.309,18.503,18.484,18.681,13.741,2.7974,-3.6115,1.6016,7.4625,8.0028
-0.68846,0.36799,19.431,19.251,18.809,19.153,18.3,19.066,19.079,19.151,19.411,14.159,2.2836,-3.2159,2.4314,8.1038,8.2644
-0.83457,0.31032,17.994,17.981,17.793,17.584,16.822,17.663,18.028,17.897,17.981,13.497,3.668,-3.6515,0.86117,6.6427,7.8078
-0.86632,0.20563,16.365,16.483,16.735,16.042,15.565,16.172,16.933,16.428,16.277,13.156,5.8057,-3.9405,-1.0377,4.168,7.176
-0.74702,0.22661,17.457,17.508,17.519,17.07,16.441,17.175,17.69,17.429,17.374,13.451,4.8016,-3.392,0.24673,5.7025,7.668
-0.87907,0.14155,15.564,15.712,16.188,15.365,15.068,15.46,16.414,15.675,15.452,13.099,6.8662,-4.1595,-2.0229,2.7571,6.7588
-0.88979,0.032672,14.451,14.563,15.359,14.599,14.648,14.51,15.73,14.556,14.348,13.258,8.4581,-4.232,-3.4416,0.42167,5.9253
-0.77688,0.076516,15.142,15.277,15.931,15.116,15.009,15.112,16.186,15.248,14.997,13.29,7.8896,-3.9478,-2.5944,1.647,6.4525
-0.88979,-0.032672,14.334,14.385,15.213,14.66,14.828,14.442,15.673,14.386,14.287,13.462,8.8151,-3.8208,-3.5829,0.097549,5.6595
-0.87907,-0.14155,14.815,14.677,15.345,15.502,15.844,14.998,15.977,14.702,15.038,14.075,8.9224,-1.4438,-2.8629,1.7302,5.5186
-0.77688,-0.076516,14.771,14.737,15.491,15.244,15.481,14.887,15.989,14.737,14.797,13.855,8.9595,-2.6035,-3.0337,0.99736,5.7221
-0.86632,-0.20563,15.213,14.991,15.524,16.016,16.408,15.439,16.189,15.045,15.619,14.365,8.8034,0.12055,-2.2905,2.8053,5.7161
-0.83457,-0.31032,15.928,15.61,15.871,16.788,17.22,16.262,16.501,15.746,16.689,14.741,8.4345,3.1479,-1.3068,4.5561,6.4699
-0.74702,-0.22661,15.858,15.582,15.958,16.673,17.07,16.11,16.56,15.668,16.414,14.701,8.6919,1.9576,-1.4793,4.0122,6.272
-0.80956,-0.3707,16.105,15.779,15.95,16.911,17.348,16.506,16.532,15.966,16.994,14.827,8.3489,4.4073,-1.102,5.0005,6.9131
-0.75799,-0.46718,16.16,15.881,15.925,16.673,17.109,16.746,16.368,16.206,17.229,14.874,8.4212,7.0398,-1.1655,5.313,8.0756
-0.68846,-0.36799,16.373,16.07,16.187,17.032,17.448,16.819,16.657,16.304,17.296,14.974,8.4887,5.6699,-0.8788,5.3179,7.5587
-0.72169,-0.52151,16.091,15.854,15.874,16.39,16.821,16.763,16.246,16.249,17.17,14.919,8.6829,8.2878,-1.3234,5.2365,8.7019
-0.65228,-0.60608,15.917,15.77,15.82,15.756,16.151,16.672,16.097,16.256,16.803,15.134,9.6102,10.1,-1.5681,4.8245,9.7603
-0.60344,-0.49523,16.227,16.041,16.086,16.265,16.659,16.911,16.353,16.473,17.163,15.163,9.3093,9.3637,-1.2444,5.1577,9.3971
-0.60608,-0.65228,16.027,15.901,15.995,15.677,16.029,16.721,16.256,16.38,16.693,15.45,10.311,10.601,-1.3231,4.7331,10.127
-0.52151,-0.72169,16.942,16.805,17.002,16.283,16.464,17.269,17.298,17.157,16.903,16.789,12.48,11.3,0.44556,4.975,10.763
-0.49523,-0.60344,16.596,16.469,16.628,16.1,16.368,17.103,16.853,16.882,16.914,16.115,11.352,10.893,-0.44789,4.9335,10.475
-0.46718,-0.75799,17.687,17.522,17.75,16.963,17.033,17.774,18.084,17.781,17.301,17.694,13.732,11.622,1.8673,5.2329,11.022
-0.3707,-0.80956,19.258,19.026,19.253,18.593,18.458,18.921,19.675,19.109,18.393,19.432,15.936,12.183,4.9938,5.6849,11.346
-0.36799,-0.68846,18.734,18.533,18.78,18.042,17.992,18.56,19.111,18.685,18.052,18.736,15.026,11.907,3.6872,5.6032,11.251
-0.31032,-0.83457,19.907,19.652,19.858,19.345,19.136,19.449,20.311,19.68,18.955,20.109,16.776,12.483,6.4338,5.6987,11.418
-0.20563,-0.86632,21.19,20.91,21.05,21.008,20.684,20.639,21.52,20.885,20.312,21.363,18.364,13.293,9.7013,5.1621,11.466
-0.22661,-0.74702,20.631,20.365,20.558,20.235,19.971,20.108,20.97,20.362,19.691,20.722,17.519,12.817,7.9074,5.6063,11.472
-0.14155,-0.87907,21.753,21.476,21.595,21.806,21.45,21.242,22.026,21.463,21.012,21.87,19.081,13.797,11.295,4.6101,11.453
-0.032672,-0.88979,22.497,22.255,22.399,22.992,22.638,22.219,22.629,22.345,22.137,22.419,20.072,14.764,13.632,3.2016,11.364
-0.076516,-0.77688,22.299,22.042,22.187,22.585,22.226,21.892,22.468,22.078,21.746,22.222,19.66,14.309,12.571,3.9977,11.434
0.032672,-0.88979,22.679,22.46,22.675,23.315,22.992,22.553,22.732,22.636,22.486,22.459,20.357,15.147,14.133,2.5832,11.264
0.14155,-0.87907,22.746,22.563,23.048,23.526,23.316,22.971,22.595,22.984,22.813,22.125,20.678,15.737,14.028,1.7338,10.597
0.076516,-0.77688,22.826,22.63,22.974,23.513,23.24,22.842,22.767,22.907,22.736,22.348,20.505,15.399,14.039,2.2999,11.072
0.20563,-0.86632,22.58,22.394,23.021,23.347,23.194,22.934,22.332,22.934,22.699,21.771,20.666,15.836,13.495,1.7549,9.8926
0.31032,-0.83457,21.852,21.614,22.433,22.46,22.392,22.312,21.461,22.313,21.926,20.807,20.223,15.583,11.865,2.5866,7.9506
0.22661,-0.74702,22.309,22.104,22.847,22.969,22.86,22.703,21.965,22.723,22.382,21.292,20.449,15.693,12.537,2.2829,8.9476
0.3707,-0.80956,21.296,21.017,21.852,21.79,21.745,21.736,20.866,21.741,21.306,20.222,19.782,15.272,10.977,3.087,6.7805
0.46718,-0.75799,19.501,19.104,19.8,19.671,19.639,19.765,19.025,19.77,19.31,18.511,18.164,14.142,8.6722,4.1452,3.4685
0.36799,-0.68846,20.671,20.351,21.137,21.004,20.96,21.012,20.211,21.041,20.568,19.565,19.147,14.794,9.9567,3.6451,5.5046
0.52151,-0.72169,18.409,17.959,18.505,18.402,18.362,18.544,17.922,18.542,18.113,17.497,17.102,13.449,7.4673,4.362,1.5855
0.60608,-0.65228,16.404,15.909,16.06,16.11,16.027,16.273,15.916,16.244,15.954,15.633,14.97,12.187,5.5591,3.8174,-1.6584
0.49523,-0.60344,17.501,17.037,17.384,17.324,17.255,17.472,17.007,17.481,17.099,16.603,16.054,12.8,6.4577,4.1592,0.029238
0.65228,-0.60608,15.799,15.349,15.312,15.436,15.324,15.583,15.318,15.544,15.33,15.018,14.201,11.846,5.1199,2.8539,-2.5458
0.72169,-0.52151,15.138,14.941,14.544,14.765,14.601,14.871,14.701,14.806,14.731,14.153,13.098,11.693,5.1316,-0.50031,-3.0304
0.60344,-0.49523,15.74,15.407,15.224,15.364,15.219,15.477,15.269,15.455,15.281,14.811,13.857,11.831,5.197,1.4526,-2.513
0.75799,-0.46718,15.007,14.974,14.468,14.683,14.515,14.788,14.616,14.704,14.66,13.892,12.858,11.848,5.5214,-2.1153,-2.6382
0.80956,-0.3707,14.874,15.127,14.563,14.702,14.574,14.841,14.607,14.704,14.661,13.588,12.855,12.335,6.6759,-4.054,-1.1636
0.68846,-0.36799,15.226,15.357,14.845,14.98,14.826,15.09,14.891,15.007,14.938,13.948,13.057,12.209,6.2752,-3.0988,-1.5096
0.83457,-0.31032,14.674,15.01,14.471,14.575,14.485,14.74,14.482,14.572,14.521,13.413,12.909,12.505,7.2693,-4.0148,-0.43914
0.86632,-0.20563,13.742,14.149,13.742,13.801,13.825,14.023,13.762,13.786,13.732,12.802,12.948,12.627,8.6857,-1.8123,1.0503
0.74702,-0.22661,14.594,14.964,14.517,14.555,14.509,14.738,14.477,14.567,14.482,13.398,13.163,12.673,8.0016,-2.9329,0.55033
0.87907,-0.14155,13.047,13.433,13.113,13.167,13.249,13.404,13.184,13.15,13.115,12.389,12.861,12.528,9.4158,0.24462,1.6343
0.88979,-0.032672,11.561,11.809,11.662,11.734,11.888,11.945,11.892,11.74,11.783,11.575,12.474,12.025,10.606,5.2093,2.136
0.77688,-0.076516,12.578,12.891,12.696,12.714,12.831,12.936,12.799,12.726,12.7,12.203,12.896,12.378,10.157,3.0763,2.2546
0.58728,0.043843,12.945,13.068,13.119,12.958,13.005,13.062,13.095,13.115,13.088,12.844,13.18,12.113,11.232,8.621,3.2224
0.55936,0.18424,12.793,12.875,13.104,12.795,12.702,12.793,12.8,13.081,13.127,13.212,12.55,11.667,12.387,14.554,3.8134
0.49386,0.098236,14.262,14.355,14.524,14.199,14.165,14.244,14.236,14.437,14.323,13.976,13.715,12.311,11.714,11.045,4.345
0.5258,0.26525,13.179,13.405,13.631,13.316,13.183,13.329,13.115,13.556,13.525,13.66,12.482,11.9,12.729,15.761,4.7813
0.44627,0.38427,14.491,15.091,15.14,15.058,14.975,15.177,14.451,14.966,14.587,14.811,13.357,13.11,12.848,14.569,7.52
0.41868,0.27975,15.103,15.454,15.599,15.335,15.234,15.396,14.966,15.428,15.127,15.026,13.743,12.869,12.728,14.622,6.7903
0.38427,0.44627,15.492,16.095,15.995,16.121,16.101,16.25,15.525,15.848,15.304,15.582,14.454,13.874,12.893,13.512,8.841
0.26525,0.5258,17.234,17.423,17.023,17.461,17.566,17.462,17.403,17.14,16.509,16.744,16.425,14.996,13.186,12.563,10.47
0.27975,0.41868,17.141,17.477,17.303,17.438,17.46,17.497,17.128,17.225,16.611,16.55,15.698,14.373,12.93,12.974,9.6629
0.18424,0.55936,17.181,17.168,16.725,17.111,17.296,17.04,17.395,16.993,16.405,16.444,15.96,14.924,13.234,12.697,10.785
0.043843,0.58728,15.492,15.368,15.204,15.031,15.412,14.936,15.728,15.546,15.019,14.427,12.383,13.719,12.902,13.105,10.692
0.098236,0.49386,17.232,17.161,16.935,16.921,17.16,16.848,17.315,17.138,16.529,15.868,14.301,14.08,12.844,12.785,10.805
-0.043843,0.58728,15.203,15.154,15.27,14.768,15.215,14.721,15.344,15.449,14.833,13.663,10.178,12.654,12.364,12.771,10.72
-0.18424,0.55936,17.332,17.382,17.904,17.279,17.631,17.264,17.059,17.641,16.818,13.992,6.844,9.4413,10.498,11.117,10.947
-0.098236,0.49386,17.181,17.175,17.454,16.888,17.225,16.863,17.029,17.373,16.624,14.518,9.5988,11.32,11.435,11.964,10.93
-0.26525,0.5258,18.932,18.912,19.378,19.063,19.225,18.968,18.448,19.076,18.344,14.619,5.4768,6.9765,9.1207,10.248,10.822
-0.38427,0.44627,21.088,20.815,20.763,21.337,20.98,21.024,20.359,20.789,20.601,15.564,3.2853,1.8643,6.4238,9.3388,9.9485
-0.27975,0.41868,20.491,20.359,20.551,20.578,20.467,20.399,19.86,20.376,19.86,15.522,5.5901,5.0228,7.8736,9.8856,10.522
-0.44627,0.38427,21.164,20.851,20.574,21.293,20.724,20.976,20.456,20.771,20.813,15.474,2.6796,-0.059685,5.2074,9.1058,9.4283
-0.5258,0.26525,19.577,19.451,19.212,19.323,18.64,19.242,19.276,19.339,19.374,14.526,3.8594,-1.6983,2.804,7.7921,8.5926
-0.41868,0.27975,20.768,20.576,20.393,20.656,20.114,20.473,20.218,20.462,20.357,15.418,4.5471,0.63626,4.7286,8.7422,9.4056
-0.55936,0.18424,18.356,18.348,18.353,18.06,17.502,18.06,18.417,18.246,18.156,14.123,5.2893,-2.0653,1.2621,6.2381,8.1092
-0.58728,0.043843,16.271,16.331,16.875,16.298,16.205,16.186,17.036,16.276,16.077,13.977,8.1252,-2.2703,-1.3032,2.8743,7.0011
-0.49386,0.098236,18.055,18.072,18.357,17.901,17.616,17.822,18.321,17.974,17.746,14.608,7.5236,-0.70449,0.87214,5.1308,8.0691
-0.58728,-0.043843,15.988,15.968,16.581,16.275,16.38,15.996,16.853,15.939,15.912,14.278,8.8682,-1.3504,-1.6554,2.4896,6.6587
-0.55936,-0.18424,16.702,16.479,16.826,17.281,17.581,16.878,17.184,16.555,17.098,15.073,9.0533,2.9361,-0.65679,4.5935,7.1833
-0.49386,-0.098236,17.286,17.179,17.633,17.598,17.735,17.275,17.765,17.165,17.272,15.164,9.3996,1.6325,-0.099764,4.2859,7.5491
-0.5258,-0.26525,17.022,16.77,16.985,17.512,17.842,17.309,17.279,16.939,17.614,15.4,9.2534,5.4612,-0.2745,5.3575,7.974
-0.44627,-0.38427,17.203,17.024,17.166,17.144,17.438,17.643,17.287,17.356,17.749,15.931,10.385,9.2918,-0.091139,5.5415,9.7478
-0.41868,-0.27975,18.006,17.809,18.025,18.132,18.373,18.228,18.056,18.006,18.352,16.233,10.551,7.7775,0.81207,5.8928,9.307
-0.38427,-0.44627,17.581,17.427,17.618,17.242,17.454,17.91,17.709,17.749,17.797,16.64,11.72,10.469,0.6588,5.4938,10.435
-0.26525,-0.5258,19.58,19.378,19.643,19.066,18.99,19.351,19.801,19.499,18.952,19.13,15.338,11.895,4.6793,5.8332,11.276
-0.27975,-0.41868,19.21,19.041,19.312,18.819,18.866,19.18,19.269,19.222,18.93,18.097,13.709,10.98,3.1393,6.0103,10.908
-0.18424,-0.55936,20.798,20.566,20.825,20.447,20.239,20.378,20.994,20.615,20,20.443,17.145,12.723,7.4224,5.671,11.446
-0.043843,-0.58728,22.495,22.27,22.54,22.737,22.431,22.161,22.522,22.369,21.975,21.984,19.486,14.271,11.881,4.2267,11.354
-0.098236,-0.49386,22.02,21.81,22.125,21.952,21.707,21.619,22.014,21.877,21.336,21.195,18.295,13.401,9.5667,5.2951,11.352
0.043843,-0.58728,22.814,22.614,22.994,23.272,23.003,22.689,22.709,22.843,22.521,22.089,20.078,14.919,12.81,3.3737,10.945
0.18424,-0.55936,22.183,21.968,22.651,22.637,22.505,22.385,21.813,22.488,22.061,20.995,19.952,15.183,11.609,3.148,8.5174
0.098236,-0.49386,22.713,22.526,23.057,23.055,22.854,22.654,22.427,22.84,22.398,21.484,19.771,14.778,11.714,3.8442,9.9757
0.26525,-0.5258,21.103,20.838,21.524,21.378,21.284,21.292,20.65,21.393,20.911,19.836,19.118,14.705,10.128,3.5376,6.2148
0.38427,-0.44627,18.225,17.881,18.175,18.051,17.943,18.124,17.729,18.207,17.798,17.05,16.317,13.028,6.9968,3.4123,1.2059
0.27975,-0.41868,20.137,19.881,20.364,20.126,20.011,20.093,19.64,20.25,19.744,18.676,17.815,13.86,8.6597,3.7984,4.4443
0.44627,-0.38427,17.14,16.88,16.895,16.849,16.711,16.928,16.664,16.991,16.682,15.944,15.08,12.508,6.2985,2.0055,-0.2478
0.5258,-0.26525,16.145,16.27,15.966,15.93,15.799,16.025,15.817,16.02,15.826,14.755,14.026,12.621,7.1516,-1.3323,0.26069
0.41868,-0.27975,17.668,17.606,17.572,17.41,17.266,17.454,17.229,17.562,17.215,16.155,15.275,12.854,7.2572,1.2761,1.4155
0.55936,-0.18424,15.51,15.771,15.476,15.396,15.324,15.529,15.32,15.477,15.304,14.226,13.869,12.783,8.2248,-0.86894,1.3173
0.58728,-0.043843,13.694,13.922,13.848,13.72,13.775,13.876,13.792,13.821,13.722,13.15,13.528,12.511,10.385,4.7651,2.9717
0.49386,-0.098236,15.691,15.907,15.825,15.598,15.571,15.711,15.566,15.736,15.499,14.54,14.406,12.919,9.6446,3.0742,3.2567
0.34452,0.054392,16.961,17.07,17.244,16.808,16.75,16.838,16.731,17.036,16.671,15.781,15.174,13.071,11.278,9.3939,5.9011
0.28207,0.20515,17.471,17.695,17.818,17.483,17.42,17.52,17.217,17.591,17.092,16.42,15.21,13.484,12.379,12.89,8.0773
0.25263,0.10464,18.483,18.606,18.796,18.324,18.257,18.332,18.141,18.519,17.987,16.875,15.717,13.365,11.613,10.832,7.7527
0.20515,0.28207,18.242,18.447,18.448,18.254,18.248,18.285,18.024,18.269,17.644,16.898,15.572,13.863,12.503,12.752,9.4217
0.054392,0.34452,18.749,18.727,18.714,18.431,18.579,18.388,18.549,18.671,17.966,16.478,13.914,13.108,12.078,12.314,10.754
0.10464,0.25263,19.448,19.512,19.565,19.221,19.257,19.203,19.127,19.376,18.667,17.207,15.072,13.277,11.902,12.08,10.207
-0.054392,0.34452,19.006,18.977,19.126,18.681,18.846,18.636,18.699,18.995,18.251,15.975,11.679,11.43,11.13,11.78,10.944
-0.20515,0.28207,20.95,20.848,20.984,20.814,20.67,20.678,20.356,20.78,20.213,16.212,8.0999,6.1774,7.911,9.9839,10.587
-0.10464,0.25263,20.612,20.557,20.725,20.329,20.32,20.244,20.107,20.488,19.783,16.676,11.058,9.3611,9.5274,10.773,10.844
-0.28207,0.20515,21.085,20.965,21.007,20.914,20.607,20.761,20.542,20.846,20.445,16.158,7.4635,3.926,6.0712,9.0575,10.087
-0.34452,0.054392,19.498,19.462,19.75,19.365,19.192,19.218,19.465,19.351,19.027,15.83,9.1973,2.6025,2.8176,6.423,9.0585
-0.25263,0.10464,20.898,20.83,21.026,20.684,20.48,20.54,20.517,20.697,20.224,16.608,9.687,4.8944,5.3596,8.1793,9.992
-0.34452,-0.054392,19.148,19.07,19.441,19.168,19.154,18.955,19.22,19.008,18.818,16.156,10.261,3.7131,2.1751,5.8705,8.9007
-0.28207,-0.20515,19.692,19.543,19.846,19.612,19.694,19.619,19.573,19.626,19.529,17.399,12.241,8.4494,2.9801,6.4974,10.085
-0.25263,-0.10464,20.299,20.198,20.544,20.193,20.189,20.064,20.122,20.171,19.877,17.333,12.056,7.0251,3.796,6.7865,9.9115
-0.20515,-0.28207,20.374,20.224,20.555,20.135,20.142,20.21,20.231,20.323,20.001,18.454,14.043,10.411,4.3627,6.4738,10.73
-0.054392,-0.34452,22.346,22.178,22.586,22.267,22.081,21.988,22.11,22.268,21.703,20.73,17.838,13.052,9.0201,5.7436,10.875
-0.10464,-0.25263,21.798,21.662,22.052,21.599,21.5,21.466,21.501,21.711,21.189,19.618,15.991,11.625,7.0058,6.5715,10.811
0.054392,-0.34452,22.587,22.431,22.909,22.64,22.452,22.328,22.236,22.604,22.039,20.884,18.733,13.897,10.182,5.0743,9.969
0.20515,-0.28207,20.758,20.613,21.01,20.633,20.493,20.539,20.255,20.789,20.216,18.893,17.654,13.687,8.9234,4.3493,5.9279
0.10464,-0.25263,22.011,21.89,22.333,21.904,21.748,21.704,21.536,22.008,21.381,19.907,18.011,13.557,9.4535,5.467,8.5336
0.28207,-0.20515,19.524,19.466,19.671,19.301,19.165,19.268,19.045,19.492,18.98,17.671,16.632,13.392,8.6032,3.7321,4.5548
0.34452,-0.054392,17.604,17.724,17.841,17.425,17.36,17.462,17.324,17.635,17.231,16.1,15.545,13.237,10.248,6.0247,5.2394
0.25263,-0.10464,19.582,19.607,19.828,19.341,19.236,19.31,19.142,19.562,19.011,17.586,16.523,13.405,9.6444,5.7505,6.1582
0.12132,0.050252,20.281,20.328,20.561,20.014,19.944,19.971,19.814,20.226,19.559,17.893,16.07,13.133,10.878,9.8388,8.8603
0.050252,0.12132,20.591,20.615,20.785,20.295,20.264,20.246,20.124,20.482,19.756,17.714,14.944,12.324,10.777,10.839,10.056
-0.050252,0.12132,21.166,21.137,21.339,20.855,20.802,20.768,20.65,21.014,20.302,17.475,12.923,10.05,9.208,10.255,10.618
-0.12132,0.050252,21.455,21.397,21.65,21.182,21.067,21.053,20.988,21.274,20.669,17.559,12.167,8.0219,6.9924,8.8173,10.488
-0.12132,-0.050252,21.507,21.425,21.765,21.284,21.207,21.137,21.113,21.357,20.826,18.18,13.438,8.8213,6.1511,7.6936,10.4
-0.050252,-0.12132,22.009,21.916,22.305,21.777,21.672,21.62,21.58,21.902,21.3,19.233,15.664,11.17,7.4666,7.1357,10.324
0.050252,-0.12132,21.922,21.853,22.247,21.703,21.577,21.545,21.424,21.862,21.201,19.401,17.036,12.774,9.0302,6.7977,9.2228
0.12132,-0.050252,20.886,20.888,21.187,20.622,20.518,20.538,20.389,20.834,20.177,18.49,16.781,13.241,9.9326,7.5276,8.2583
